Date,Open,High,Low,Close,Adj Close,Volume
2/24/17,844.690002,845.809998,837.75,845.23999,845.23999,3688000
2/27/17,842.380005,852.5,839.669983,848.640015,848.640015,2713600
2/28/17,851.450012,854.090027,842.049988,845.039978,845.039978,2793700
3/1/17,853.049988,854.830017,849.01001,853.080017,853.080017,2760100
3/2/17,853.080017,854.820007,847.280029,848.909973,848.909973,2132100
3/3/17,847.200012,851.98999,846.27002,849.880005,849.880005,1941100
3/6/17,845.22998,848.48999,841.119995,846.609985,846.609985,2610400
3/7/17,845.47998,848.460022,843.75,846.02002,846.02002,2247600
3/8/17,848,853.070007,846.789978,850.5,850.5,2286500
3/9/17,851,856.400024,850.309998,853,853,2048200
3/10/17,857,857.349976,851.719971,852.460022,852.460022,2436400
3/13/17,851.77002,855.690002,851.710022,854.590027,854.590027,1909700
3/14/17,853.549988,853.75,847.549988,852.530029,852.530029,2130600
3/15/17,854.330017,854.450012,847.109985,852.969971,852.969971,2562200
3/16/17,855.299988,855.5,850.51001,853.419983,853.419983,1842300
3/17/17,853.48999,853.830017,850.640015,852.309998,852.309998,3384400
3/20/17,851.51001,857.799988,851.01001,856.969971,856.969971,2282700
3/21/17,858.840027,862.799988,841.309998,843.200012,843.200012,4382900
3/22/17,840.429993,849.369995,839.049988,848.059998,848.059998,2658700
3/23/17,848.200012,850.890015,844.799988,847.380005,847.380005,1953000
3/24/17,851.679993,851.799988,843.530029,845.609985,845.609985,2138300
3/27/17,838.070007,850.299988,833.5,846.820007,846.820007,2755800
3/28/17,851.75,858.460022,850.099976,856,856,3041600
3/29/17,859.049988,876.440002,859.02002,874.320007,874.320007,4485800
3/30/17,874.950012,877.059998,871.659973,876.340027,876.340027,2762700
3/31/17,877,890.349976,876.650024,886.539978,886.539978,3957600
4/3/17,888,893.48999,885.419983,891.51001,891.51001,3422300
4/4/17,891.5,908.539978,890.280029,906.830017,906.830017,4984700
4/5/17,910.820007,923.719971,905.619995,909.280029,909.280029,7508400
4/6/17,913.799988,917.190002,894.48999,898.280029,898.280029,6344100
4/7/17,899.650024,900.090027,889.309998,894.880005,894.880005,3710900
4/10/17,899.630005,908.51001,899,907.039978,907.039978,3184300
4/11/17,907.039978,911.23999,897.5,902.359985,902.359985,3012700
4/12/17,903.090027,904.090027,895.25,896.22998,896.22998,2456100
4/13/17,891.450012,894.969971,884.48999,884.669983,884.669983,3174600
4/17/17,887.5,902.380005,887.5,901.98999,901.98999,2854700
4/18/17,900.98999,909.609985,900.780029,903.780029,903.780029,2999200
4/19/17,907.840027,910.5,897.369995,899.200012,899.200012,2870200
4/20/17,899.700012,905.320007,896.289978,902.059998,902.059998,2814400
4/21/17,902.669983,903.650024,896.77002,898.530029,898.530029,2420500
4/24/17,908.679993,909.98999,903.820007,907.409973,907.409973,3122900
4/25/17,907.039978,909.47998,903,907.619995,907.619995,3380600
4/26/17,910.299988,915.75,907.559998,909.289978,909.289978,2608900
4/27/17,914.390015,921.859985,912.109985,918.380005,918.380005,5305500
4/28/17,948.830017,949.590027,924.330017,924.98999,924.98999,7335800
5/1/17,927.799988,954.400024,927.799988,948.22998,948.22998,5466500
5/2/17,946.650024,950.099976,941.409973,946.940002,946.940002,3848800
5/3/17,946,946,935.900024,941.030029,941.030029,3582700
5/4/17,944.75,945,934.219971,937.530029,937.530029,2418400
5/5/17,940.52002,940.789978,930.299988,934.150024,934.150024,2866400
5/8/17,940.950012,949.049988,939.210022,949.039978,949.039978,3415700
5/9/17,952.799988,957.890015,950.200012,952.820007,952.820007,3262100
5/10/17,953.5,953.75,945,948.950012,948.950012,2096500
5/11/17,945.109985,950.289978,940.780029,947.619995,947.619995,2194100
5/12/17,954.5,962.789978,951.530029,961.349976,961.349976,3625900
5/15/17,958.72998,963.150024,956.059998,957.969971,957.969971,4270600
5/16/17,961,970.059998,960.909973,966.070007,966.070007,3126100
5/17/17,954.700012,960.400024,944.119995,944.76001,944.76001,5145600
5/18/17,944.799988,962.75,944.76001,958.48999,958.48999,3939300
5/19/17,962.840027,968.919983,959.719971,959.840027,959.840027,3972100
5/22/17,964,971.380005,962.900024,970.669983,970.669983,2642200
5/23/17,975.02002,975.200012,966.849976,971.539978,971.539978,2415600
5/24/17,976,981,970.22998,980.349976,980.349976,2446000
5/25/17,984.849976,999,982.109985,993.380005,993.380005,4822000
5/26/17,995,998.650024,989.25,995.780029,995.780029,3469200
5/30/17,996.51001,1001.200012,995.52002,996.700012,996.700012,3263100
5/31/17,1000,1000.119995,982.159973,994.619995,994.619995,3913100
6/1/17,998.590027,998.98999,991.369995,995.950012,995.950012,2454800
6/2/17,998.98999,1008.47998,995.669983,1006.72998,1006.72998,3752300
6/5/17,1007.22998,1013.210022,1003.51001,1011.340027,1011.340027,2719900
6/6/17,1012,1016.5,1001.25,1003,1003,3346400
6/7/17,1005.950012,1010.25,1002,1010.070007,1010.070007,2823000
6/8/17,1012.059998,1013.609985,1006.109985,1010.27002,1010.27002,2753300
6/9/17,1012.5,1012.98999,927,978.309998,978.309998,7647700
6/12/17,967,975.950012,945,964.909973,964.909973,9447200
6/13/17,977.98999,984.5,966.099976,980.789978,980.789978,4580000
6/14/17,988.590027,990.340027,966.710022,976.469971,976.469971,3974900
6/15/17,958.700012,965.72998,950.859985,964.169983,964.169983,5373900
6/16/17,996,999.75,982,987.710022,987.710022,11472700
6/19/17,1017,1017,989.900024,995.169983,995.169983,5043400
6/20/17,998,1004.880005,992.02002,992.590027,992.590027,4076800
6/21/17,998.700012,1002.719971,992.650024,1002.22998,1002.22998,2922500
6/22/17,1002.22998,1006.960022,997.200012,1001.299988,1001.299988,2253400
6/23/17,1002.539978,1004.619995,998.02002,1003.73999,1003.73999,2879100
6/26/17,1008.5,1009.799988,992,993.97998,993.97998,3386200
6/27/17,990.690002,998.799988,976,976.780029,976.780029,3782400
6/28/17,978.549988,990.679993,969.210022,990.330017,990.330017,3737600
6/29/17,979,987.559998,965.25,975.929993,975.929993,4303000
6/30/17,980.119995,983.469971,967.609985,968,968,3390300
7/3/17,972.789978,974.48999,951,953.659973,953.659973,2909100
7/5/17,961.530029,975,955.25,971.400024,971.400024,3653000
7/6/17,964.659973,974.400024,959.02002,965.140015,965.140015,3259600
7/7/17,969.549988,980.109985,969.140015,978.76001,978.76001,2643400
7/10/17,985,999.440002,983.5,996.469971,996.469971,3546300
7/11/17,993,995.98999,983.719971,994.130005,994.130005,2982700
7/12/17,1000.650024,1008.549988,998.099976,1006.51001,1006.51001,3608600
7/13/17,1004.619995,1006.880005,995.900024,1000.630005,1000.630005,2880800
7/14/17,1002.400024,1004.450012,996.890015,1001.809998,1001.809998,2102500
7/17/17,1004.690002,1014.75,1003.809998,1010.039978,1010.039978,3712600
7/18/17,1006,1026.030029,1004,1024.449951,1024.449951,4007600
7/19/17,1025,1031.589966,1022.5,1026.869995,1026.869995,2964000
7/20/17,1031.589966,1034.969971,1022.52002,1028.699951,1028.699951,3097500
7/21/17,1021.280029,1026.099976,1011,1025.670044,1025.670044,2734600
