Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,50.110001,51.250000,50.060001,50.650002,49.832092,7610100
2016-12-02,50.259998,50.680000,50.110001,50.459999,49.645161,6933300
2016-12-05,50.799999,52.270000,50.700001,51.849998,51.012714,12031200
2016-12-06,50.830002,51.099998,50.259998,50.570000,49.753387,12496300
2016-12-07,50.790001,52.250000,50.599998,52.099998,51.258678,10412600
2016-12-08,52.150002,52.470001,51.450001,51.549999,50.717556,9260900
2016-12-09,51.759998,51.970001,51.500000,51.720001,50.884815,5869800
2016-12-12,51.500000,51.900002,50.939999,51.540001,50.707722,11459500
2016-12-13,51.830002,53.220001,51.830002,52.299999,51.455452,11442300
2016-12-14,52.240002,52.340000,51.590000,51.790001,50.953686,8012800
2016-12-15,52.000000,52.040001,51.090000,51.290001,50.461758,9567500
2016-12-16,51.599998,51.639999,50.669998,50.919998,50.097729,12847200
2016-12-19,50.910000,51.360001,50.480000,50.849998,50.028858,9451700
2016-12-20,51.060001,51.990002,50.750000,51.790001,50.953686,15984100
2016-12-21,52.900002,53.349998,51.549999,52.299999,51.455452,23236400
2016-12-22,52.799999,53.000000,52.029999,52.139999,51.298031,11798900
2016-12-23,51.990002,52.349998,51.669998,51.910000,51.071743,9335800
2016-12-27,51.799999,52.250000,51.200001,51.290001,50.461758,8175000
2016-12-28,51.310001,51.500000,50.869999,51.020000,50.196117,6318000
2016-12-29,51.000000,51.240002,50.880001,51.060001,50.235470,4659600
2016-12-30,51.099998,51.330002,50.700001,50.830002,50.009190,7384300
2017-01-03,51.990002,52.500000,51.770000,51.980000,51.140614,13295600
2017-01-04,52.230000,53.349998,52.090000,53.070000,52.213017,13759500
2017-01-05,52.919998,53.099998,52.439999,53.060001,52.203178,8682200
2017-01-06,53.090000,54.090000,52.980000,53.910000,53.039452,12532400
2017-01-09,53.959999,53.990002,53.220001,53.380001,52.518005,8724800
2017-01-10,53.549999,53.730000,53.110001,53.110001,52.252369,8041900
2017-01-11,53.119999,53.290001,52.669998,52.689999,51.839149,8208300
2017-01-12,52.509998,52.689999,52.160000,52.400002,51.553833,7368700
2017-01-13,52.590000,52.930000,52.230000,52.919998,52.065437,6694400
2017-01-17,53.400002,53.950001,53.009998,53.650002,52.783649,9885000
2017-01-18,53.860001,53.889999,52.860001,53.270000,52.409782,6743100
2017-01-19,53.840000,53.939999,52.889999,52.930000,52.075279,8320600
2017-01-20,53.220001,53.349998,52.900002,53.200001,52.340916,7861000
2017-01-23,53.020000,53.259998,52.720001,53.240002,52.380272,7025700
